job_title,category,job_details
D3 for Data Analyst - Production Staff (CODE : PROD DA),Pengembangan & Administrasi Database (Teknologi Informasi & Komunikasi),"About the role
We are seeking a talented Data Analyst to join our dynamic Production team at PT Panasonic Gobel Energy Indonesia (PECGI) in Cibitung District, Bekasi, West Java. As a fulltime employee, you will play a crucial role in driving data-driven decision making and optimising our production processes.
What you'll be doing
Collect, analyse and interpret data from various production systems to identify trends, patterns and opportunities for improvement
Develop and maintain reporting dashboards to provide real-time visibility into production performance
Collaborate with cross-functional teams to implement data-driven solutions that enhance efficiency and productivity
Assist in the design and development of database structures to support the organisation's data management needs
Provide data-driven recommendations to management to drive strategic decision making
Stay up-to-date with the latest data analysis tools and techniques to continuously improve processes
What we're looking for
D3 qualification in a relevant field such as Information Technology, Computer Science or Data Analytics
Proficient in data analysis tools and techniques, including SQL, Excel, and data visualisation software
Strong problem-solving and critical thinking skills with the ability to interpret data and draw meaningful insights
Excellent communication and presentation skills to effectively convey data-driven insights to stakeholders
Familiarity with production processes and an understanding of manufacturing operations
Attention to detail and a keen interest in continuous improvement
What we offer
At PT Panasonic Gobel Energy Indonesia (PECGI), we are committed to providing a rewarding and fulfilling work environment. You will have the opportunity to contribute to the growth and success of our organisation, while benefiting from:
- Competitive remuneration package
- Comprehensive health and welfare benefits
- Opportunities for professional development and career advancement
- Collaborative and supportive team environment
If you are ready to embark on an exciting data-driven journey with us, we encourage you to apply now."
IT On site,Administrasi Jaringan & Sistem (Teknologi Informasi & Komunikasi),"1、计算机科学与技术、网络工程等相关专业，本科以上学历；
2、三年以上网络建设和运维管理相关岗位经验，熟悉大型企业网络架构，精通路由交换相关技术，熟悉TCP/IP及常见网络协议，需执有HCNP、CCNP同等或更高级别证书；
3、有工业网络建设和运维经验者优先；
4、有信息安全管理经验者优先
5、具备数据库操作，软件开发能力；
6、熟悉工厂制造执行系统（MES）、WMS、MOM、SAP系统等；
7、具备相应工作经验两年以上；
8、熟悉制造业供应链、生产业务优先
1. Lulusan ilmu  komputer, dan teknik jaringan atau jurusan terkait lainnya, sarjana atau lebih tinggi; (Bisa berbahasa mandarin lebih diutamakan）
2. Fasih berbahasa inggris
3. Lebih dari tiga tahun pengalaman dalam konstruksi jaringan dan posisi terkait operasi dan pemeliharaan, memahami arsitektur jaringan perusahaan besar, mahir dalam teknologi terkait routing dan switching, memahami tentang TCP/IP dan protokol jaringan umum, diharuskan memiliki sertifikat HCNP, setara CCNP atau tingkat yang lebih tinggi;
4. Pelamar  memiliki pengalaman dalam pembangunan dan pengoperasian serta pemeliharaan jaringan industri diprioritaskan;
5. Pelamar dengan pengalaman manajemen keamanan informasi lebih diutamakan
6. Memiliki kemampuan pengoperasian database dan pengembangan perangkat lunak;
7. Familiar dengan sistem eksekusi manufaktur pabrik (MES), WMS, MOM, sistem SAP, dll.;
8. Memiliki pengalaman kerja yang relevan lebih dari dua tahun;
9. Memahami proses supply chain manufaktur dan bisnis prosess di  produksi lebih diutamakan"
IT Support,Meja Bantuan & Dukungan IT (Teknologi Informasi & Komunikasi),"Fresh Graduate atau berpengalamanan sebagai IT Network & Infrastructure
Berpengalaman dalam pengelolaan kinerja server (pembuatan, pengaturan, dan pemantauan server)
Mampu menjaga jaringan (LAN & WAN)
Familiar dengan CCTV, Electronic Security System, VMWare Server dan SQL Server
Memiliki sertifikat Cisco CCNA lebih diutamakan
Mampu bekerja sama dengan baik dalam Team
Rajin, disiplin dan pekerja keras
Pendidikan Minimal D3 Informatika"
Pengawas Lapangan (Infrastruktur Telekomunikasi) - Serang,Telekomunikasi (Teknologi Informasi & Komunikasi),"Deskripsi Pekerjaan:
Memastikan kegiatan operasional harian serta kualitas pekerjaan vendor sesuai ketentuan dan kesepakatan
Mengumpulkan serta memproses Acceptance Test Procedure (ATP) & Qualification Test Procedure (QTP)
Mengumpulkan data Home Passed sesuai dengan proyek dengan melakukan survey lapangan
Membantu Analyst untuk membuat laporan progress proyek update harian
Kualifikasi:
Pendidikan minimal D3; Diutamakan jurusan teknik sipil, elektro, telekomunikasi
Usia 25 - 35 tahun
Pengalaman di bidang yang sama minimal 2 tahun
Jujur, pekerja keras, dan teliti
Memiliki kemampuan komunikasi dan manajemen waktu yang baik
Menguasai pekerjaan instalasi dan mengetahui pekerjaan CME
Menguasai FTTH dan survey Homepass
Informasi Tambahan:
Penempatan di
Serang
Dengan Mendaftar berarti setuju untuk ditempatkan di
Serang"
Website Administrator,Pengembangan & Produksi Web (Teknologi Informasi & Komunikasi),"Job Description:
Perform installation, upgrade, support, and maintenance for WordPress and plug-in.
Perform the day-to-day and regular maintenance of the websites: (Back up website, Monitor spam message, Monitor login attack report)
Regularly update and maintain plugins to ensure compatibility and security.
Optimizing the SEO of website.
Manage the content management.
Manage the current websites.
Monitoring expiry hosting & domain and SSL.
Monitoring the websites load speed and visitor count.
Updating format jpeg to webp.
Create standard design for company and product logo
Perform other responsibilities and duties assigned by the supervisor/manager.
Requirements:
Speak fluently and write effectively in English
Familiar with Wordpress and Plugin
Can do SEO and Google Analytics is an added advantage
Desire to work in a Software Company
An organized person with a positive mindset
Academic: Diploma / Degree or higher in related course
Experience: Min 1 year in similar environment"
Support Engineer,Teknik – Jaringan (Teknologi Informasi & Komunikasi),"Job Title: Support Engineer
Job Level: Staff
Departement: Support
Atasan Langsung: Support Engineer Departement Head
Lokasi Kerja: Taman Mpu Sendok, SCBD dan Oakwood Building
Kualifikasi:
Pendidikan minimal SMK Teknik, diutamakan jurusan Teknik Komputer dan Jaringan (TKJ).
Memiliki pengalaman kerja di bidang instalasi jaringan.
Menguasai penggunaan alat splicing, OTDR, dan OPM.
Memahami topologi jaringan FTTH (Fiber to the Home).
Memiliki pengetahuan dasar jaringan komputer.
Menguasai instalasi dan konfigurasi perangkat jaringan seperti WiFi, Access Point (AP), dan Wireless Router.
Berpengalaman melakukan site survey WiFi menggunakan aplikasi Ekahau.
Pernah mengikuti pelatihan terkait: Instalasi jaringan FTTH, Splicing dan penggunaan OTDR, IP Addressing, Subnetting, Routing Dasar, dan Topologi Jaringan.
Siap bekerja di lapangan, Cekatan dan memiliki inisiatif tinggi, dan Tidak takut bekerja di ketinggian.
Memiliki komunikasi yang baik, Disiplin, jujur, dan bertanggung jawab.
Tugas dan tanggung jawab:
Melaksanakan pekerjaan instalasi jaringan telekomunikasi ke pelanggan.
Melaksanakan aktivasi dan buka isolir layanan telepon, TV, komunikasi data, dan internet di pelanggan.
Melakukan pemutusan dan isolir layanan telepon, TV, komunikasi data, dan internet di pelanggan.
Melakukan test koneksi jaringan telekomunikasi (
Ber Test
, cek redaman
fiber optic
, cek
bandwith
).
Membuat laporan survei jaringan (instalasi maupun relokasi) dan menandatangani berita acara serah terima bersama pelanggan.
Melakukan analisis dan penyelesaian gangguan jaringan telekomunikasi.
Memberikan dukungan pelaksanaan proyek.
Memproses pengajuan izin kerja ke
building management
.
Mengaplikasikan instruksi kerja dengan baik.
Menjalin kerjasama yang baik dengan sesama teknisi dan pelanggan.
Berperilaku disiplin, sopan, dan ramah dalam setiap koordinasi, baik internal maupun eksternal."
STAFF PROGRAMMER,Developer/Programmer (Teknologi Informasi & Komunikasi),"Kesempatan
Bergabunglah dengan tim programmer kami di PT Lucky Indah Keramik, pemimpin industri keramik terkemuka di Indonesia. Sebagai Staff Programmer, Anda akan memainkan peran kunci dalam mengembangkan solusi teknologi inovatif yang mendukung pertumbuhan bisnis kami.
Tanggung Jawab :
Membuat aplikasi / program yang dibutuhkan perusahaan.
Maintenance aplikasi / program yang sedang berjalan
Kualifikasi :
Usia maksimal 27 tahun.
Pendidikan minimal S1 Sistem Informasi / Teknik Informatika.
Menguasai desktop programming (minimal Visual Basic). Nilai tambah apabila menguasai Power Builder.
Menguasai SQL dengan baik.
Fresh graduated are welcome.
Tentang Kami
PT Lucky Indah Keramik adalah pemimpin industri keramik di Indonesia, memproduksi produk keramik berkualitas tinggi untuk pasar domestik dan internasional selama lebih dari 30 tahun. Kami dikenal karena komitmen kami terhadap inovasi, kualitas, dan layanan pelanggan yang unggul. Sebagai bagian dari tim kami, Anda akan berkesempatan untuk berkontribusi pada pertumbuhan dan kesuksesan perusahaan kami di tengah lanskap industri yang dinamis.
Tertarik untuk bergabung dengan kami? Lamar sekarang dan jadilah bagian dari perjalanan kami!"
IT Operation & EDP Support Staff,Meja Bantuan & Dukungan IT (Teknologi Informasi & Komunikasi),"We are currently hiring for IT Operation & EDP Support Staff
Responsibilities
Responsible for application monitoring, hardware and network application.
Responsible for Start of the Day activity and End of the Day activity.
Responsible for daily back up EDD.
Qualifications
Minimum Bachelor Degree (S1) of Computer Science or IT or Information System
Fresh graduate is welcome to apply
Should be familiar with multiple operating systems like Windows, Unix and Linux, and comfortable with working in complex heterogeneous systems environment
Basic Knowledge of hardware and network application.
Preferable Fluent in English (written and spoken)
Placement in Jakarta Office or Bandung Office
Willing to work with 24/7 shifting system"
IT DEVELOPER STAFF,Developer/Programmer (Teknologi Informasi & Komunikasi),"Deskripsi Pekerjaan :
Melakukan analisa, design, develop, dan dokumentasi Program
Melakukan troubleshoot dan mencari solusi terhadap problem di Program
Melakukan testing terhadap Program
Mendevelop report-report yang dibutuhkan oleh user
Memberikan training kepada user mengenai penggunaan Program
Kualifikasi :
Pendidikan S1 Teknik Informatika/ Sistem Informasi/ Teknik Komputer
Pengalaman sebagai Programmer 5 tahun
Menguasai Web Based Programming (PHP, Javascript, CSS)
Menguasai Framework CI dan Laravel
Menguasai Database SQL Server, MySQL
Jujur, Disiplin, dan Bertanggung jawab
Dapat bekerja sama dengan tim dan berkomunikasi dengan baik
Penempatan di kantor Jakarta ( Mampang Prapatan – Jaksel )"
IT SUPPORT,Meja Bantuan & Dukungan IT (Teknologi Informasi & Komunikasi),"Tugas dan Tanggung Jawab :
Melakukan Instalasi dan pemeliharaan perangkat keras komputer
Memahami software dan aplikasi program
Melakukan monitoring jaringan komputer
Bertanggung jawab atas laporan IT
Bertanggung jawab atas pembayaran tagihan aplikasi
Melakukan monitoring, memecahkan permasalahan tentang permasalahan pada perangkat lunak atau perangkat keras.
Melakukan monitoring, memecahkan permasalahan tentang permasalahan internet atau jaringan.
Bekerja sama dengan berbagai departemen untuk memberikan solusi terkait permasalahan yang terkait pada IT Support, server di kantor, dan server di cloud.
Kualifikasi :
Pendidikan Minimal S1 Teknik Informatika / Teknik Komputer / Sistem Informasi
Pengalaman di sistem operasi Windows, hosting web, Sistem Operasi Linux, dan Google Apps minimal 2 tahun
Perawatan panel kontrol server ataupun piranti jaringan
Akrab dengan perangkat keras PC, Printer, Pemindai, Periferal Komputer, NAS, Mesin POS
Memahami Konektivitas PC user – Ethernet, TCP / IP, Switch, Router, Firewall, dan VPN
Berpengalaman di Server (Hardware/Software)
Kemampuan untuk mengkomunikasikan informasi teknis baik lisan maupun tulisan
Penempatan kerja di Jakarta Barat"
Customer Care Experience Associate,Penjualan – Pra & Pasca (Teknologi Informasi & Komunikasi),"Job Desc :
Membantu penyusunan dan penyajian laporan performa layanan secara rutin untuk pelanggan, berdasarkan data dan temuan operasional.
Berpartisipasi dalam kunjungan pelanggan bersama atasan atau tim untuk mendengarkan langsung masukan dan membangun relasi positif.
Mencatat dan mengelola semua masukan dari pelanggan, baik dari pertemuan langsung, email, maupun media lainnya.
Menyusun dokumentasi hasil kunjungan pelanggan dan memberikan insight awal atas potensi masalah atau area perbaikan.
Membantu analisis data survei kepuasan pelanggan (CSI/NPS), serta mengelompokkan feedback berdasarkan topik dan prioritas.
Berkoordinasi dengan unit layanan terkait untuk menindaklanjuti keluhan pelanggan yang belum terselesaikan
Mendukung pelaksanaan program customer engagement (email blast, feedback form, info layanan, dll).
Membantu pelaksanaan survei kepuasan pelanggan dan menganalisis hasil secara sederhana untuk keperluan laporan internal.
Requirements :
Pendidikan minimal D3/S1
Pengalaman minimal 2 tahun dibidang layanan pelanggan atau pengalaman pelanggan (customer experience).
Mampu mengelola dan menyusun laporan pelanggan menggunakan Microsoft Excel dan PowerPoint.
Memiliki keterampilan komunikasi tertulis dan lisan yang sangat baik, serta berorientasi pada pelayanan.
Mampu mendengarkan secara aktif dan menyampaikan kembali kebutuhan pelanggan dengan jelas.
Terampil dalam presentasi, memiliki kemampuan interpersonal dan negosiasi dasar.
Bersedia melakukan kunjungan kerja ke pelanggan seluruh cabang
(on-site perjalanan via darat/udara/laut)
secara berkala
Memiliki kemampuan analitis dasar dalam membaca tren kepuasan pelanggan dan memberikan saran awal.
Penempatan : HQ (Cyber 2 Tower) dan WFO"
